P_ID,Step,train_acc_task,train_acc_person,test_acc_task,testing_AE,testing_t,training_cost_total,training_cost_AE,training_cost_t,training_cost_p
1,40,0.829,0.6106154,0.764,0.098031506,4.7948976,7.72186,0.10163304,4.1252346,1.0868604
1,45,0.82976925,0.63753843,0.751,0.09114158,4.628127,7.419214,0.09520268,3.9834719,1.0191699
1,50,0.83046156,0.66184616,0.771,0.085622095,4.5992775,7.1566176,0.0898315,3.8679276,0.9593154
1,55,0.8335385,0.688,0.768,0.081030995,4.3099174,6.991736,0.08548485,3.846386,0.89715004
1,60,0.8356154,0.7082308,0.788,0.0772471,4.5991035,6.6777616,0.08181126,3.6779928,0.8272131
1,65,0.8403846,0.72830766,0.779,0.07405143,4.526017,6.4917827,0.07871052,3.6073353,0.7823295
1,70,0.84776926,0.74846154,0.769,0.07117477,4.7992887,6.241729,0.07593588,3.4855342,0.7196766
1,75,0.85053843,0.7616154,0.755,0.068715885,4.908375,6.1172366,0.07352284,3.4794269,0.6622014
1,80,0.857,0.7783077,0.755,0.06632176,4.9297194,5.829721,0.0713792,3.2693157,0.6399428
1,85,0.86161536,0.79346156,0.754,0.06413372,4.975629,5.6657453,0.069192216,3.2033834,0.59333885
1,90,0.86230767,0.8069231,0.765,0.062058717,5.1864014,5.6380796,0.06717567,3.2592251,0.5575588
1,95,0.86823076,0.81076926,0.763,0.060040712,5.021985,5.430812,0.065120935,3.114513,0.5390787
1,100,0.87153846,0.8223077,0.757,0.058108702,5.248742,5.4562736,0.06313335,3.2060382,0.5139999
1,105,0.87492305,0.831,0.745,0.05631624,4.984047,5.260092,0.061349347,3.0583522,0.5042185
1,110,0.8778462,0.8408462,0.741,0.054621596,5.2323847,5.2768044,0.05968921,3.1238108,0.49138096
1,115,0.88292307,0.8476923,0.747,0.053040005,5.108162,5.121686,0.058028493,3.0433807,0.45011204
1,120,0.88323075,0.8563077,0.737,0.05146561,5.495371,4.9435744,0.05645323,2.923106,0.42385742
1,125,0.88507694,0.86276925,0.736,0.05001346,5.470068,4.9576707,0.054997467,2.9649172,0.42604685
1,130,0.8885385,0.8713846,0.732,0.04868016,5.7159705,4.8393383,0.053574093,2.8849258,0.41614112
1,135,0.8916923,0.87392306,0.745,0.047352694,5.8487673,4.7176414,0.05222442,2.8311155,0.37482506
1,140,0.8916923,0.88315386,0.743,0.046096854,5.62957,4.7205606,0.051044974,2.8610091,0.37243515
1,145,0.8942308,0.8878462,0.737,0.044972196,5.529336,4.439304,0.049882486,2.6156092,0.35969278
1,150,0.8949231,0.89292306,0.735,0.043871086,5.6736465,4.407646,0.04875669,2.6195612,0.34600052
1,155,0.8977692,0.89861536,0.747,0.042825114,5.765731,4.3745265,0.047751334,2.6186633,0.33445993
1,160,0.8993846,0.90169233,0.74,0.041883063,5.673759,4.212392,0.04671078,2.5053988,0.30533993
1,165,0.9046154,0.9083846,0.714,0.04095769,6.0063653,4.2224116,0.045748275,2.5383723,0.30097494
1,170,0.90292305,0.91261536,0.745,0.04006341,6.114834,4.3688874,0.044865817,2.7139618,0.28948364
1,175,0.90484613,0.916,0.736,0.039225135,6.191163,4.1244082,0.043961614,2.4906688,0.28486243
1,180,0.9066923,0.9206923,0.729,0.038463786,6.3955784,3.9278517,0.043119915,2.323539,0.2706602
1,185,0.9050769,0.92023075,0.717,0.03773519,6.9598436,3.9705732,0.04231743,2.3951783,0.25567475
1,190,0.9079231,0.92523074,0.72,0.036996283,6.9719434,3.8062844,0.041617077,2.25754,0.24196553
1,195,0.9107692,0.92984617,0.726,0.036389533,6.472947,3.9865508,0.040992163,2.4381578,0.25359964
1,200,0.91115385,0.9319231,0.723,0.035756372,6.615563,3.8976111,0.04037275,2.3760324,0.23838153
1,205,0.9146923,0.9371539,0.727,0.035150766,6.567896,3.6739845,0.03962508,2.1757283,0.22626585
1,210,0.9156923,0.9395385,0.734,0.03456344,6.290896,3.6695547,0.039042354,2.1819975,0.22615677
1,215,0.9165385,0.93853843,0.73,0.034045815,6.8704166,3.647669,0.0384527,2.1686924,0.22753288
1,220,0.91807693,0.9444615,0.735,0.03350512,6.5012603,3.543252,0.037802134,2.0909154,0.21011268
1,225,0.91546154,0.9440769,0.724,0.03301316,7.292102,3.5125432,0.037364315,2.0789375,0.19968493
1,230,0.9181538,0.9452308,0.735,0.032497995,6.82495,3.6202693,0.03682179,2.2110467,0.18317664
1,235,0.9186154,0.9456154,0.738,0.032037765,7.3978148,3.5443468,0.036267973,2.1395535,0.1861359
1,240,0.9193846,0.9513077,0.745,0.031586863,6.4502187,3.4191117,0.035847582,2.0320954,0.17525207
1,245,0.9210769,0.9523846,0.726,0.031171985,6.543824,3.3834274,0.035301846,2.002604,0.17570862
1,250,0.92092305,0.952,0.741,0.030703641,7.165294,3.3628702,0.034792475,1.9860346,0.17774771
2,5,0.75107694,0.29507694,0.858,0.44969767,3.8567867,11.073952,0.4515047,5.4610467,2.0987303
2,10,0.7829231,0.38876924,0.925,0.37225285,3.0875013,10.164481,0.37408245,4.984107,1.8427703
2,15,0.7980769,0.44753847,0.961,0.3086917,2.6596532,9.432298,0.3104019,4.6110077,1.642104
2,20,0.80584615,0.49507692,0.962,0.25791278,2.4277399,8.971904,0.25968963,4.460096,1.475284
2,25,0.81061536,0.52884614,0.963,0.21730708,2.1893218,8.631685,0.21918042,4.373362,1.3512597
2,30,0.8173077,0.5733077,0.968,0.18531626,2.1792643,8.240095,0.1870959,4.208022,1.2425306
2,35,0.82076925,0.6010769,0.967,0.16002774,1.892857,7.928389,0.16198716,4.1138763,1.1316584
2,40,0.82484615,0.6370769,0.97,0.14019164,1.8091697,7.564486,0.14231247,3.9258459,1.0532635
2,45,0.82907695,0.6598461,0.972,0.12471609,1.6357995,7.3689995,0.12688246,3.8733766,0.9992378
2,50,0.84053844,0.68423074,0.972,0.11261615,1.5563619,7.065322,0.11487971,3.7181447,0.9323414
2,55,0.84515387,0.7046923,0.974,0.102908954,1.5078611,6.7034054,0.105231136,3.472028,0.8916919
2,60,0.85453844,0.71446157,0.972,0.09501986,1.452985,6.6384892,0.09745944,3.5298104,0.8382399
2,65,0.85953844,0.73823076,0.973,0.08844918,1.418196,6.3275614,0.09098852,3.3376064,0.7834136
2,70,0.86184615,0.7566154,0.978,0.08293105,1.3928633,6.041389,0.0855186,3.1553743,0.73909837
2,75,0.8683846,0.7750769,0.977,0.078131646,1.4377087,5.8887424,0.08074562,3.0892696,0.70796126
2,80,0.87,0.7873077,0.978,0.073987834,1.4717327,5.6321797,0.07658884,2.9252646,0.66705054
2,85,0.8776154,0.79923075,0.977,0.07020631,1.4579158,5.520929,0.07277628,2.9346085,0.5951409
2,90,0.87584615,0.80938464,0.966,0.06678924,1.4536285,5.1441135,0.06946737,2.6060886,0.59220743
2,95,0.88223076,0.815,0.965,0.06371404,1.5638247,5.3596725,0.06632079,2.909319,0.5470974
2,100,0.88315386,0.8280769,0.964,0.060896546,1.5093256,5.106313,0.06355141,2.6861935,0.5565135
2,105,0.8916923,0.8353077,0.967,0.058323443,1.4702488,5.02352,0.060907453,2.6729984,0.5243966
2,110,0.8943846,0.8429231,0.965,0.055951536,1.5213543,4.934737,0.058583483,2.6421034,0.50217324
2,115,0.8939231,0.84592307,0.963,0.05380264,1.4053363,4.7391,0.056452125,2.5086439,0.47372314
2,120,0.8958461,0.8529231,0.947,0.05184318,1.6249216,4.8363523,0.054518573,2.6348689,0.47632626
2,125,0.89415383,0.86107695,0.956,0.050051577,1.8019544,4.622898,0.05268062,2.4810042,0.4459299
2,130,0.89792305,0.86469233,0.959,0.04848787,1.6444325,4.4132442,0.051112283,2.3300629,0.4144049
2,135,0.89876926,0.87346154,0.938,0.046969343,1.7334156,4.546835,0.04962753,2.4906514,0.41327974
2,140,0.90192306,0.88084614,0.942,0.045643784,1.7037863,4.25842,0.048209734,2.2461321,0.3940516
2,145,0.905,0.8819231,0.943,0.044419065,1.876501,4.3123093,0.046989,2.3385959,0.3782333
2,150,0.90876925,0.8847692,0.943,0.043351468,1.7468394,4.1765575,0.045876812,2.2350092,0.36723045
2,155,0.9084615,0.8906154,0.931,0.042369433,2.173359,4.1445394,0.044929482,2.218983,0.37075332
2,160,0.91115385,0.894,0.928,0.041538488,1.9305264,4.1864195,0.04403177,2.2960315,0.35400116
2,165,0.9082308,0.89815384,0.928,0.04067344,2.174316,3.9824066,0.04325217,2.1203532,0.34323478
2,170,0.90976924,0.90292305,0.921,0.040003248,2.2330925,3.8463926,0.04251542,2.0067666,0.33692005
2,175,0.9146154,0.90553844,0.915,0.039355725,2.3614497,3.877131,0.041804776,2.0571146,0.33220136
2,180,0.9155385,0.90553844,0.925,0.038773876,2.2310116,3.8539405,0.04122442,2.0615313,0.31864235
2,185,0.9186923,0.91215384,0.911,0.03826234,2.3531766,3.7375991,0.040700898,1.964535,0.31261376
2,190,0.9196923,0.9176154,0.915,0.037735395,2.372755,3.6258159,0.04018332,1.8805597,0.2974249
2,195,0.9181538,0.9189231,0.892,0.037285298,2.5676825,3.593788,0.039721355,1.8821138,0.27540597
2,200,0.9213077,0.9226923,0.895,0.03687132,2.4768434,3.5551028,0.03924505,1.8456848,0.28378347
2,205,0.9233846,0.9239231,0.902,0.036467902,2.504536,3.6428065,0.03884495,1.971227,0.25577956
2,210,0.92346156,0.9276154,0.911,0.036134236,2.4717445,3.5331304,0.038465813,1.8689829,0.2581381
2,215,0.9253077,0.92876923,0.902,0.03578066,2.5710592,3.567925,0.038103066,1.9231699,0.2479825
2,220,0.9283077,0.9330769,0.894,0.035453252,2.5334573,3.2951856,0.037790824,1.6544904,0.25255796
2,225,0.9276154,0.9303077,0.887,0.035149034,2.895337,3.3083274,0.037455134,1.6853802,0.2428892
2,230,0.9283846,0.9326154,0.856,0.034861505,2.9424171,3.2031608,0.037146434,1.5957402,0.23475836
2,235,0.9295385,0.9383846,0.88,0.03456656,2.7748444,3.1964035,0.03688062,1.595038,0.23564495
2,240,0.9303077,0.93723077,0.876,0.03427823,2.6836421,3.3554175,0.036565162,1.7542576,0.24220538
2,245,0.932,0.94,0.876,0.034012385,2.8654985,3.2345686,0.036266588,1.6605567,0.22145765
2,250,0.9329231,0.94015384,0.851,0.033751495,3.2438297,3.27623,0.035989955,1.719403,0.21031587
3,5,0.77338463,0.2826154,0.705,0.18652026,5.888713,10.415773,0.18746112,5.014424,2.1391804
3,10,0.8111538,0.3813077,0.777,0.1563868,5.475341,9.3940935,0.1576631,4.3695064,1.8745086
3,15,0.82484615,0.4426923,0.783,0.13487566,5.381332,8.727846,0.13643473,4.0059366,1.6750647
3,20,0.83053845,0.4846923,0.779,0.119270444,5.2637463,8.321136,0.1212888,3.8483849,1.5189086
3,25,0.8383077,0.5182308,0.779,0.10752978,5.3207064,8.034782,0.109680235,3.7901363,1.3773179
3,30,0.8476923,0.5645385,0.779,0.098385245,5.4617558,7.3965683,0.100619465,3.3308194,1.2788007
3,35,0.85476923,0.5972308,0.78,0.09092396,5.458974,7.2013044,0.09336034,3.3292806,1.1610389
3,40,0.85946155,0.63153845,0.771,0.084637746,5.6942816,6.8310637,0.0871837,3.1250045,1.0685076
3,45,0.8643077,0.66192305,0.771,0.07938391,5.9283876,6.575245,0.08189984,3.0198722,0.9875698
3,50,0.86784613,0.69,0.766,0.07476674,5.8728795,6.3357887,0.077359,2.9339647,0.9011281
3,55,0.8709231,0.7067692,0.767,0.070758045,5.7931304,6.196115,0.07335563,2.9132657,0.84602886
3,60,0.87223077,0.7393077,0.757,0.06719281,6.03427,6.169998,0.06983843,2.9891002,0.8050057
3,65,0.8803077,0.7521539,0.757,0.06416029,5.8334165,5.871569,0.06676772,2.8086681,0.74529886
3,70,0.88484615,0.767,0.764,0.061158054,6.05346,5.656487,0.06377349,2.695579,0.69983464
3,75,0.88861537,0.78592306,0.767,0.05853591,5.9932117,5.5470786,0.0612056,2.6707826,0.66846937
3,80,0.8902308,0.80015385,0.764,0.056119107,6.0121017,5.4605365,0.05875019,2.6767783,0.6267541
3,85,0.8902308,0.8145385,0.768,0.053900927,6.080506,5.2171826,0.05658528,2.5354455,0.57224286
3,90,0.8970769,0.8277692,0.766,0.051964507,6.1126986,4.9850993,0.05460635,2.3644013,0.5568297
3,95,0.89669234,0.8424615,0.77,0.050146654,6.435587,4.9580946,0.052798912,2.41087,0.527186
3,100,0.8984615,0.8573077,0.77,0.04856434,6.1548843,4.7799172,0.05119318,2.309635,0.49230438
3,105,0.90284616,0.868,0.759,0.04705764,6.3929424,4.8453474,0.04970901,2.4722228,0.43592116
3,110,0.9033846,0.8769231,0.762,0.045723498,6.513077,4.6653,0.048261546,2.334846,0.4316582
3,115,0.9072308,0.891,0.764,0.044498224,6.5324636,4.593762,0.047033053,2.3115954,0.41828173
3,120,0.90715384,0.89653844,0.759,0.043358225,6.3696976,4.4841347,0.045918524,2.2703314,0.38169166
3,125,0.9070769,0.9033077,0.765,0.042270996,6.5021286,4.32855,0.044814877,2.1771357,0.35074088
3,130,0.9084615,0.9103077,0.748,0.041322015,6.689196,4.199119,0.04378835,2.0890245,0.3399921
3,135,0.9146923,0.91846156,0.763,0.04037907,6.6581397,4.1033854,0.04284732,2.0248268,0.33759055
3,140,0.9129231,0.9207692,0.749,0.03954619,6.7064595,4.23655,0.0419705,2.200248,0.32229555
3,145,0.91376925,0.92584616,0.752,0.038694028,6.709923,3.9374382,0.04112426,1.9521879,0.29663396
3,150,0.9164615,0.93107694,0.763,0.037982743,6.315124,3.8846447,0.04040403,1.9340247,0.2864516
3,155,0.91615385,0.9336154,0.768,0.037233412,6.838207,3.8984914,0.03968177,1.9933738,0.26466376
3,160,0.9181538,0.9383077,0.769,0.036546476,6.5664105,3.7562017,0.03894533,1.8768995,0.26073107
3,165,0.923,0.9380769,0.769,0.035885952,6.686183,3.7063086,0.03827047,1.8614476,0.24661313
3,170,0.9205385,0.94007695,0.771,0.035272494,7.099784,3.7216678,0.037592344,1.9016178,0.24098745
3,175,0.91946155,0.94576925,0.763,0.03468965,6.782992,3.6621368,0.036975093,1.8771602,0.22372797
3,180,0.92423075,0.9463846,0.772,0.034109306,7.341206,3.6096578,0.036452845,1.8531084,0.21223792
3,185,0.92353845,0.9473846,0.77,0.03358095,6.86027,3.631044,0.035873313,1.8942262,0.20906244
3,190,0.9262308,0.9486154,0.777,0.033040702,7.0321026,3.5113015,0.035318047,1.7889954,0.21066642
3,195,0.92253846,0.9506154,0.772,0.032584067,7.231036,3.4046948,0.034810193,1.7110609,0.19718143
3,200,0.9243077,0.9568462,0.771,0.03208457,7.240209,3.4505324,0.034324333,1.7711021,0.19685668
3,205,0.93061537,0.9559231,0.777,0.031621598,7.4755287,3.383807,0.033818703,1.7259748,0.18867767
3,210,0.93038464,0.958,0.772,0.03118604,7.280889,3.277085,0.033328123,1.6339755,0.18652265
3,215,0.931,0.9606923,0.775,0.030746087,7.071214,3.331888,0.032898735,1.7080235,0.18007968
3,220,0.9293077,0.95953846,0.778,0.030314034,7.021913,3.2559543,0.032438867,1.6595018,0.16458422
3,225,0.9322308,0.96053845,0.776,0.029877909,7.4029093,3.1441195,0.031977654,1.5539993,0.16965365
3,230,0.93538463,0.96284616,0.771,0.029490925,7.766368,3.204747,0.031563107,1.6317725,0.16293381
3,235,0.9340769,0.96192306,0.756,0.029090693,7.461167,3.181136,0.031173004,1.6163665,0.16425888
3,240,0.9366923,0.96476924,0.763,0.028692033,7.39948,3.1037204,0.030727286,1.5500869,0.16251759
3,245,0.9359231,0.9658462,0.766,0.028317677,7.5172453,3.0444782,0.030343581,1.5056303,0.15664445
3,250,0.93676925,0.9683077,0.769,0.027942212,6.925102,2.9993367,0.02994029,1.4805788,0.14496236
4,5,0.77361536,0.27115384,0.862,0.57662475,4.691421,10.849386,0.5802567,5.0588026,2.145784
4,10,0.8033846,0.3523077,0.842,0.51379234,4.52511,9.929339,0.51677215,4.537519,1.9018393
4,15,0.8133846,0.40553847,0.836,0.4597409,4.542186,9.244562,0.46228734,4.1980124,1.7031915
4,20,0.8180769,0.44292307,0.827,0.4120948,4.6475964,8.874653,0.41423213,4.1010084,1.5690985
4,25,0.8284615,0.4823077,0.808,0.37023705,4.694253,8.458631,0.37201098,3.9461408,1.4381324
4,30,0.8335385,0.523,0.809,0.33314738,4.7330484,8.03889,0.33474702,3.7621605,1.3238059
4,35,0.8472308,0.56561536,0.798,0.300491,4.9152308,7.621793,0.30189386,3.5555053,1.2257221
4,40,0.8550769,0.6119231,0.766,0.27188948,5.131724,7.2840433,0.2731435,3.4224286,1.1244714
4,45,0.8598462,0.65115386,0.766,0.24675228,4.9496384,6.911745,0.24792935,3.2301407,1.0394145
4,50,0.86915386,0.682,0.767,0.22466247,5.3912983,6.6843553,0.22571947,3.1940987,0.93580896
4,55,0.87346154,0.70976925,0.757,0.20538652,5.3488884,6.2812834,0.20641217,2.9364607,0.87165636
4,60,0.8795385,0.7369231,0.739,0.18833871,5.4833584,6.0467415,0.18932417,2.8558407,0.79371184
4,65,0.88007694,0.7556923,0.751,0.17330691,5.5622406,5.874275,0.17435077,2.79809,0.74959314
4,70,0.88576925,0.7636923,0.742,0.15995167,5.5796127,5.547919,0.16093953,2.58046,0.7061937
4,75,0.89,0.7813846,0.716,0.14818439,5.9050994,5.517802,0.14922066,2.6631868,0.65400875
4,80,0.89484614,0.7940769,0.716,0.13778663,6.033566,5.331729,0.13880423,2.5758193,0.6118065
4,85,0.89692307,0.80353844,0.709,0.12842105,6.1878653,5.0482306,0.12949009,2.3707829,0.5864743
4,90,0.90315384,0.8194615,0.713,0.12022537,6.40562,4.905107,0.12123595,2.3017483,0.5622354
4,95,0.9033077,0.8263846,0.711,0.11280312,6.1483593,4.790392,0.113896295,2.2623534,0.5336794
4,100,0.90761536,0.83815384,0.704,0.106080115,6.69101,4.5537906,0.10719017,2.0959406,0.5067619
4,105,0.9073077,0.8503846,0.711,0.10013777,6.0139604,4.467213,0.10120459,2.0748665,0.4818362
4,110,0.91115385,0.85715383,0.704,0.094726235,6.3715973,4.308393,0.09580672,1.9792044,0.45722044
4,115,0.9157692,0.86684614,0.72,0.08981489,6.3296657,4.441534,0.09082494,2.1553705,0.45010072
4,120,0.91684616,0.8679231,0.725,0.085328355,6.600618,4.1458015,0.08638184,1.9166827,0.4269465
4,125,0.9200769,0.8779231,0.721,0.081289224,6.313903,4.188178,0.08234224,2.003137,0.41492948
4,130,0.919,0.88146156,0.738,0.07760853,6.4618797,4.104218,0.07860087,1.9744681,0.38941815
4,135,0.92161536,0.88223076,0.708,0.07420178,6.421748,3.7817287,0.07515707,1.6947873,0.3744235
4,140,0.9212308,0.89084613,0.719,0.07119756,6.5253215,3.7682881,0.07210742,1.7031021,0.3784165
4,145,0.925,0.9,0.714,0.06834194,6.5404563,3.7365994,0.06922671,1.7255468,0.34897724
4,150,0.93084615,0.90023077,0.695,0.06570434,6.9443984,3.6352725,0.06658628,1.6582122,0.3384184
4,155,0.925,0.9041538,0.709,0.06331916,6.5844765,3.598101,0.06411682,1.652889,0.3286253
4,160,0.93061537,0.9093846,0.725,0.061071757,6.796642,3.6326838,0.06184256,1.7320409,0.3050141
4,165,0.92915386,0.914,0.722,0.05898177,6.7929225,3.6231105,0.059710693,1.7514138,0.29588112
4,170,0.9302308,0.9146154,0.717,0.057084225,6.7779307,3.4406412,0.057788543,1.5706736,0.31261584
4,175,0.9352308,0.9165385,0.732,0.055192422,6.572895,3.4166672,0.055874266,1.5905964,0.2859578
4,180,0.9323077,0.926,0.721,0.053527422,6.754819,3.2936647,0.05413663,1.4811438,0.28821203
4,185,0.93723077,0.9288462,0.688,0.05194012,7.3366966,3.134699,0.05254213,1.3656597,0.25950378
4,190,0.93846154,0.932,0.716,0.050462782,7.3406363,3.2821267,0.05095212,1.5186324,0.2685153
4,195,0.9396923,0.9312308,0.713,0.04904167,7.1779194,3.2557542,0.0494873,1.5124679,0.2624596
4,200,0.9380769,0.9356923,0.727,0.047758266,7.2253704,3.0677354,0.048164256,1.3380322,0.2624294
4,205,0.9411538,0.93323076,0.716,0.04655878,7.2455454,3.1004264,0.046903886,1.389437,0.25652498
4,210,0.9437692,0.9355385,0.711,0.04539457,7.3315597,3.0646093,0.04571545,1.3904315,0.2316433
4,215,0.94061536,0.93846154,0.723,0.04431933,7.266794,2.9588244,0.044561177,1.2924807,0.23492992
4,220,0.9416923,0.9421539,0.698,0.04329332,7.4940195,2.9194891,0.043488458,1.2609231,0.23745066
4,225,0.9460769,0.94176924,0.696,0.04230311,8.046057,2.8233562,0.042441644,1.1782895,0.23397021
4,230,0.94769233,0.9445385,0.7,0.041446574,8.422428,2.8394845,0.041541733,1.2181798,0.22001247
4,235,0.94653845,0.9476154,0.705,0.040578894,8.086225,2.8001437,0.040650353,1.2074202,0.20093106
4,240,0.9477692,0.9486154,0.679,0.039761625,8.352234,2.7346866,0.03977257,1.1513383,0.20040111
4,245,0.9493846,0.94653845,0.694,0.038993225,8.287619,2.7634296,0.038979508,1.1818384,0.20685205
4,250,0.94884616,0.9493077,0.703,0.03832046,8.216599,2.8047886,0.038231574,1.2336968,0.2040153
5,5,0.7955385,0.26646155,0.632,0.21195582,6.9457917,10.360486,0.21701595,4.9153633,2.181618
5,10,0.8293846,0.37338462,0.658,0.17735822,6.804931,9.331321,0.18224429,4.286956,1.9098418
