P_ID,Step,train_acc_task,train_acc_person,test_acc_task,testing_AE,testing_t,training_cost_total,training_cost_AE,training_cost_t,training_cost_p
1,225,0.92746156,0.80284613,0.673,0.029128226,10.678487,4.0430117,0.033687733,1.781362,0.91610813
1,230,0.9263846,0.8031539,0.673,0.028816173,10.919441,3.8882422,0.033304654,1.6488254,0.89791673
1,235,0.9283846,0.80707693,0.68,0.028503858,10.798338,3.914601,0.03298151,1.6921598,0.8843332
1,240,0.92776924,0.8112308,0.69,0.028205127,10.855719,3.946597,0.032625005,1.7335079,0.87837535
1,245,0.93,0.81607693,0.682,0.027884223,11.086943,3.8526392,0.03229085,1.6597027,0.86146486
1,250,0.9313077,0.82123077,0.664,0.027592018,10.952738,3.7693522,0.032060977,1.5953647,0.8452867
2,5,0.74746156,0.19707692,0.84,0.29225543,3.85385,11.595071,0.2928274,5.415447,2.4285908
2,10,0.7972308,0.28484616,0.93,0.24671209,3.0476162,10.660921,0.24763016,4.8428593,2.3029532
2,15,0.8076154,0.3433077,0.961,0.21126734,2.4379747,10.059274,0.21269396,4.560456,2.2011337
2,20,0.8183077,0.36846155,0.964,0.18443783,2.12428,9.394079,0.18628545,4.1817703,2.1119354
2,25,0.8227692,0.3906923,0.974,0.16366264,2.0399234,9.010331,0.16600992,4.0456166,2.042193
2,30,0.83146155,0.4163077,0.976,0.1472984,1.960871,8.735842,0.15004571,3.9883432,1.9833025
2,35,0.83853847,0.44176924,0.968,0.13417082,1.8954084,8.421532,0.13737607,3.863921,1.932124
2,40,0.84192306,0.45938462,0.974,0.123276606,1.7966619,8.039984,0.12655407,3.6566958,1.8815244
2,45,0.84884614,0.4836154,0.962,0.114015184,1.829806,7.821594,0.11780931,3.5900495,1.8389672
2,50,0.8533846,0.499,0.966,0.1059729,1.8990756,7.5858736,0.10983641,3.4924064,1.7967288
2,55,0.8589231,0.51461536,0.961,0.09908928,1.8137271,7.233476,0.103166975,3.262261,1.7588542
2,60,0.86323076,0.5399231,0.961,0.09289241,1.8078871,7.2532334,0.09710921,3.401234,1.7148058
2,65,0.86784613,0.5616154,0.958,0.087327175,2.0294542,6.917038,0.0918157,3.1684663,1.6772178
2,70,0.87246156,0.5776154,0.948,0.08238879,1.9188989,6.7773247,0.08681284,3.119682,1.6439183
2,75,0.8746923,0.59569234,0.944,0.077925496,2.178431,6.622047,0.08239081,3.055198,1.6039628
2,80,0.8769231,0.6180769,0.936,0.07387282,2.2328374,6.4351387,0.07838985,2.948089,1.5693339
2,85,0.8786154,0.6283077,0.94,0.07022752,2.204494,6.175611,0.07480381,2.7578564,1.5400379
2,90,0.88438463,0.64669234,0.933,0.06689763,2.1656404,6.1268926,0.07151369,2.777951,1.5075185
2,95,0.8866154,0.6541538,0.922,0.06386531,2.3876212,6.0631976,0.06850915,2.7785707,1.4758459
2,100,0.8880769,0.6682308,0.925,0.06115248,2.448124,5.8741493,0.06577332,2.6441822,1.4494944
2,105,0.8910769,0.68492305,0.915,0.058688845,2.712231,5.87615,0.06327967,2.70458,1.4162776
2,110,0.892,0.6985385,0.906,0.056408264,2.7986133,5.657597,0.06096404,2.536957,1.3879063
2,115,0.89223075,0.7087692,0.917,0.05439244,2.6885388,5.7008424,0.05889772,2.623558,1.3643813
2,120,0.89553845,0.7216154,0.896,0.052520335,2.8809621,5.429605,0.05690451,2.4107919,1.3240505
2,125,0.8983077,0.7306923,0.908,0.05081442,2.7494068,5.467613,0.05526892,2.4894726,1.2996773
2,130,0.8985385,0.7421538,0.917,0.04924361,2.7372372,5.4052963,0.05372272,2.4729261,1.2689205
2,135,0.8996923,0.7556923,0.889,0.04782399,2.9136407,5.3422384,0.052156605,2.446083,1.246696
2,140,0.9003846,0.76269233,0.896,0.046543233,2.8851914,5.1926847,0.050807297,2.336207,1.2200607
2,145,0.90384614,0.76676923,0.885,0.04535687,3.007893,5.1557674,0.049558077,2.345161,1.1868751
2,150,0.9070769,0.77646154,0.897,0.04428807,3.1903126,5.019526,0.04851091,2.2378304,1.1698595
2,155,0.9051539,0.7816154,0.882,0.043308176,3.2396815,4.9521136,0.04749064,2.1977608,1.1533526
2,160,0.9086923,0.7867692,0.874,0.042387195,3.2618985,4.937545,0.046543323,2.2237022,1.1232107
2,165,0.9096154,0.79284614,0.863,0.04155974,3.5032084,4.9337945,0.045696657,2.2535615,1.0991136
2,170,0.9100769,0.80038464,0.866,0.040771004,3.2741559,4.8360415,0.044888422,2.180256,1.0837495
2,175,0.9123846,0.805,0.869,0.040076353,3.392077,4.8186684,0.044166148,2.1945975,1.0610133
2,180,0.9143846,0.8076923,0.87,0.03934595,3.5320349,4.688867,0.043365303,2.092744,1.0421206
2,185,0.9122308,0.81676924,0.851,0.038772337,3.7656329,4.7357793,0.042788982,2.1657934,1.024107
2,190,0.915,0.8187692,0.85,0.038198516,3.8486238,4.7244678,0.042069063,2.1750734,1.010662
2,195,0.91876924,0.8227692,0.843,0.037636794,4.2314663,4.488757,0.04153043,1.955894,1.0006751
2,200,0.91846156,0.8283077,0.858,0.037064016,3.9919508,4.5996175,0.0408576,2.1006465,0.9733946
2,205,0.91884613,0.8339231,0.848,0.036587164,4.271155,4.4933105,0.04047739,2.0125718,0.9616213
2,210,0.9203846,0.83361536,0.838,0.036071382,4.2413983,4.4743905,0.039950877,2.0182447,0.9433672
2,215,0.92115384,0.8400769,0.838,0.03561119,4.221641,4.3516784,0.039363965,1.9164286,0.9283979
2,220,0.92607695,0.83953846,0.852,0.035201795,4.47324,4.290366,0.03895024,1.8754015,0.91353846
2,225,0.9248462,0.8453846,0.845,0.034747645,4.3741946,4.1973805,0.038462836,1.8031954,0.89816517
2,230,0.9256923,0.8476923,0.831,0.0343344,4.5006223,4.0750585,0.038058326,1.6949437,0.88949025
2,235,0.93,0.84876925,0.822,0.033931933,4.3005977,4.2028317,0.03757477,1.8436177,0.8736298
2,240,0.9269231,0.85276926,0.823,0.033524282,4.82253,4.1685996,0.037255812,1.8263183,0.8615597
2,245,0.9312308,0.8543077,0.818,0.033151254,4.650902,4.1076946,0.036755804,1.7864366,0.8453949
2,250,0.92923075,0.8562308,0.805,0.032743454,4.7942157,4.046195,0.036355276,1.7479727,0.82668614
3,5,0.76392305,0.16192308,0.673,0.54854864,6.0803213,11.723996,0.5480015,5.2669544,2.4552135
3,10,0.78684616,0.26961538,0.735,0.48713508,5.8197446,11.069344,0.4867715,5.008684,2.32364
3,15,0.808,0.35023078,0.759,0.434144,5.501554,10.458162,0.4340608,4.740184,2.229213
3,20,0.8183077,0.3763077,0.77,0.38729843,5.510257,10.012781,0.38737932,4.603837,2.1512606
3,25,0.82415384,0.404,0.784,0.34616917,5.500956,9.555358,0.34639528,4.423188,2.0874743
3,30,0.8276154,0.41623077,0.785,0.30965096,5.3666687,9.076568,0.30996734,4.1906257,2.03535
3,35,0.8316923,0.42646155,0.785,0.27676716,5.6175175,8.779756,0.27724683,4.1156225,1.9895239
3,40,0.8343077,0.43584615,0.776,0.24776718,5.558843,8.485323,0.24841374,4.0286474,1.939806
3,45,0.8370769,0.44584614,0.774,0.22170268,5.775564,8.37581,0.22253887,4.1003566,1.8990728
3,50,0.8422308,0.45676923,0.776,0.1986669,5.7098427,7.948776,0.19965975,3.836495,1.8599664
3,55,0.8482308,0.46892306,0.767,0.17853612,5.972949,7.5480556,0.17964031,3.5887768,1.8160055
3,60,0.8517692,0.49023077,0.764,0.16134807,6.2523594,7.476239,0.16258347,3.6591973,1.7693412
3,65,0.8607692,0.51123077,0.767,0.14662589,6.182807,7.2084913,0.14797622,3.5183887,1.7263446
3,70,0.8607692,0.538,0.768,0.13371418,6.511405,6.9112105,0.13518813,3.332582,1.6888691
3,75,0.86684614,0.566,0.759,0.12259397,6.4341025,6.863044,0.124171644,3.393633,1.6452441
3,80,0.87015384,0.57984614,0.76,0.113170564,6.3711905,6.701875,0.11479487,3.3196938,1.6157198
3,85,0.8726923,0.59807694,0.759,0.104910895,6.018975,6.4362745,0.10668408,3.1428947,1.5783645
3,90,0.8783846,0.6139231,0.758,0.0978071,6.266018,6.1579714,0.09969229,2.949176,1.5397667
3,95,0.8792308,0.6253846,0.757,0.091664545,6.7404776,6.092295,0.0936396,2.9459848,1.5179417
3,100,0.8830769,0.6387692,0.759,0.08621748,6.5305157,5.99752,0.088268355,2.9079006,1.4976765
3,105,0.88653845,0.65146154,0.757,0.08144506,6.751101,5.7618427,0.08358063,2.7414017,1.4611024
3,110,0.8853846,0.6608462,0.759,0.077346146,6.638483,5.7229295,0.07953711,2.7513385,1.4413828
3,115,0.88576925,0.67323077,0.758,0.073627345,6.7617493,5.579683,0.07586685,2.6754913,1.4001659
3,120,0.8930769,0.68153846,0.759,0.07039816,6.954999,5.4385304,0.07273483,2.575129,1.3824596
3,125,0.8967692,0.6894615,0.762,0.06746449,7.0188737,5.2763047,0.069846764,2.463794,1.3524147
3,130,0.89615387,0.6909231,0.752,0.064898685,6.8458595,5.2319345,0.0672563,2.4542067,1.3360201
3,135,0.8991538,0.70123076,0.768,0.06252518,7.0480766,5.200788,0.06490961,2.469737,1.3057113
3,140,0.9015385,0.70692307,0.75,0.060286287,7.2392845,5.1509886,0.06275763,2.4514768,1.2888447
3,145,0.9053846,0.71192306,0.757,0.05831859,7.391452,5.1078186,0.06082115,2.4505517,1.2598933
3,150,0.9042308,0.7176923,0.756,0.056452192,7.3309145,5.0367446,0.059024334,2.3974016,1.2542479
3,155,0.9058462,0.72238463,0.75,0.05464346,7.5849314,4.9510107,0.05726518,2.3560147,1.2213851
3,160,0.91146153,0.72992307,0.756,0.052976057,7.3648014,4.7571626,0.05560186,2.2001786,1.194112
3,165,0.9148462,0.7329231,0.768,0.051457103,7.6131864,4.7967396,0.05402752,2.2596533,1.1842425
3,170,0.91353846,0.74161536,0.756,0.049961522,7.74578,4.6641946,0.05259041,2.1649175,1.1551256
3,175,0.9160769,0.74938464,0.764,0.048633944,7.2422323,4.531072,0.051276263,2.05903,1.1357846
3,180,0.9150769,0.7553077,0.753,0.047372423,7.7094073,4.5002346,0.04998266,2.04181,1.1295992
3,185,0.9186154,0.76384616,0.752,0.0461763,8.055603,4.3543744,0.0488502,1.915254,1.1169238
3,190,0.91853845,0.76861537,0.754,0.04507629,7.9425325,4.5423427,0.047656246,2.1381392,1.0881604
3,195,0.9243077,0.7746154,0.751,0.044033274,7.9404407,4.491243,0.04670428,2.1156478,1.0651302
3,200,0.92346156,0.78046155,0.755,0.042993937,8.067608,4.2896976,0.045629263,1.93448,1.0500716
3,205,0.9264615,0.7813846,0.743,0.042076785,8.14382,4.287945,0.04471661,1.9465858,1.041003
3,210,0.9264615,0.78623074,0.745,0.041191388,7.8933854,4.312904,0.043887716,2.0006595,1.0162098
3,215,0.9263846,0.79161537,0.745,0.04035072,7.970326,4.14662,0.04303704,1.848319,1.0062331
3,220,0.9263077,0.80446154,0.751,0.03960447,8.644484,4.057021,0.042274263,1.7857903,0.9821869
3,225,0.92915386,0.8086154,0.748,0.038850512,8.604887,4.0240245,0.04152618,1.7666206,0.9712024
3,230,0.9313846,0.81723076,0.75,0.038162135,8.515845,3.9361904,0.04086621,1.7017828,0.95065624
3,235,0.93423074,0.82392305,0.752,0.037507966,8.558377,3.9738889,0.040174406,1.7519598,0.9405437
3,240,0.9329231,0.833,0.745,0.036883883,8.661122,3.8097937,0.03953295,1.618052,0.91291636
3,245,0.9337692,0.83523077,0.746,0.03632866,8.822802,3.883514,0.03897868,1.7073939,0.8994356
3,250,0.9346154,0.8432308,0.741,0.035775706,9.097495,3.6647723,0.038390685,1.5047485,0.8854627
4,5,0.77815384,0.16030769,0.862,0.52169645,4.7381024,11.771119,0.52098095,5.4064627,2.4192572
4,10,0.7993846,0.24084616,0.823,0.45076272,4.7440634,10.832185,0.44966003,4.88483,2.2799335
4,15,0.81276923,0.32153845,0.813,0.39211902,4.747275,10.235744,0.39106557,4.6422787,2.180878
4,20,0.82146156,0.3576923,0.819,0.34367114,4.679213,9.808468,0.34232852,4.5250244,2.1030152
4,25,0.823,0.38423076,0.781,0.3030137,4.965879,9.466594,0.30147752,4.456008,2.0400672
4,30,0.8273846,0.40392306,0.769,0.26919228,5.0187883,9.09674,0.2675978,4.322009,1.9916899
4,35,0.8317692,0.42553845,0.754,0.2408968,5.232355,8.512727,0.23918357,3.955762,1.9405532
4,40,0.8415385,0.44753847,0.738,0.21720363,5.4046464,8.225295,0.21549661,3.8610947,1.8945553
4,45,0.8482308,0.472,0.707,0.19731191,5.469652,7.7180457,0.19571659,3.5198948,1.8573933
4,50,0.85307693,0.4923077,0.686,0.18079877,6.034117,7.539188,0.1791219,3.4951293,1.8165138
4,55,0.8606154,0.5152308,0.679,0.16647856,6.279109,7.29532,0.16486251,3.3898666,1.777254
4,60,0.86492306,0.5386154,0.635,0.15421884,6.9444795,6.979181,0.15257467,3.2093544,1.7288313
4,65,0.87253845,0.5587692,0.638,0.14358558,7.157578,6.900859,0.1419536,3.2397885,1.696637
4,70,0.8756923,0.5783077,0.614,0.13433705,7.3603745,6.655806,0.13272706,3.0910194,1.6668619
4,75,0.87684613,0.5993077,0.607,0.12625079,7.983756,6.585335,0.12476333,3.1136024,1.6316191
4,80,0.8811538,0.6159231,0.574,0.1189369,8.157384,6.338237,0.11747697,2.9495687,1.5993487
4,85,0.8837692,0.63146156,0.564,0.112525105,8.1893215,6.0511026,0.11121386,2.736013,1.5692083
4,90,0.88676924,0.6463077,0.589,0.10675144,8.139374,6.018929,0.10553074,2.778858,1.5327827
4,95,0.8901538,0.65361536,0.588,0.101674795,8.302162,5.944151,0.10048003,2.76232,1.5087858
4,100,0.8920769,0.66584617,0.609,0.096940495,8.422554,5.826984,0.09581505,2.7051663,1.4794465
4,105,0.89507693,0.67784613,0.571,0.092717074,8.517565,5.621686,0.09172653,2.5603583,1.4461777
4,110,0.89669234,0.682,0.546,0.08879269,9.030197,5.4845963,0.087831765,2.4808023,1.4122894
4,115,0.89792305,0.69061536,0.556,0.08518394,8.687239,5.383065,0.08426223,2.4226608,1.3894615
4,120,0.9015385,0.6956923,0.589,0.08189462,8.67478,5.3365307,0.08098283,2.4237003,1.3601025
4,125,0.90523076,0.70953846,0.597,0.07874123,8.697881,5.133568,0.07785536,2.2571464,1.340253
4,130,0.90692306,0.71761537,0.58,0.07588366,9.447612,5.112465,0.07504774,2.2874217,1.3037838
4,135,0.90692306,0.7333077,0.601,0.07319999,8.924848,5.0207806,0.07240713,2.2288322,1.2846843
4,140,0.9090769,0.74107695,0.602,0.07072537,8.833084,4.7983766,0.07003778,2.0502799,1.2528957
4,145,0.91346157,0.7563077,0.595,0.06846247,8.864146,4.760952,0.06767365,2.0486078,1.2282324
4,150,0.9116923,0.76007694,0.558,0.066200055,9.568871,4.772382,0.0655408,2.1079824,1.1896725
4,155,0.91453844,0.77053845,0.557,0.06417501,10.132071,4.6977735,0.06348646,2.0605338,1.1706517
4,160,0.91515386,0.7777692,0.554,0.0622541,9.724961,4.551114,0.061478384,1.940094,1.152532
4,165,0.9186923,0.7873077,0.568,0.06045489,10.122107,4.325011,0.059742257,1.7532375,1.1206111
4,170,0.92,0.7931538,0.572,0.058731712,9.95913,4.4786563,0.05807058,1.9373322,1.097198
4,175,0.9207692,0.80323076,0.547,0.057148516,10.623718,4.3407707,0.05645808,1.833852,1.0692941
4,180,0.9239231,0.81153846,0.561,0.055741083,10.02943,4.2803493,0.05498141,1.8033526,1.0455552
4,185,0.9243846,0.8113846,0.531,0.054347813,10.425945,4.3574944,0.053664364,1.9109465,1.0209421
4,190,0.9256923,0.82123077,0.535,0.05303228,10.913592,4.226367,0.052423693,1.7946956,1.0115727
4,195,0.92415386,0.81892306,0.556,0.05181531,11.122666,4.128311,0.05111461,1.7276932,0.986084
4,200,0.9256154,0.8280769,0.548,0.050683565,11.095191,4.202794,0.049976237,1.8256838,0.9677816
4,205,0.93207693,0.8334615,0.561,0.049632624,11.000101,4.0637636,0.048877783,1.6982052,0.9610943
4,210,0.92853844,0.83646154,0.523,0.04860492,11.371561,4.03216,0.047856584,1.6873847,0.9446779
4,215,0.9312308,0.8400769,0.558,0.047667902,11.365352,3.921019,0.04691419,1.6038281,0.9216379
4,220,0.932,0.8427692,0.527,0.046810463,12.181196,3.833906,0.046032026,1.5396857,0.9031365
4,225,0.9313846,0.8410769,0.506,0.0459902,11.218972,3.7666678,0.045204878,1.4797027,0.89990115
4,230,0.93315387,0.8472308,0.541,0.045251895,12.024599,3.9170651,0.044427495,1.6599145,0.8735661
4,235,0.93507695,0.8524615,0.514,0.044471107,12.150051,3.7774656,0.043692447,1.5361751,0.8612385
4,240,0.93653846,0.8576154,0.532,0.043784525,11.969208,3.6822076,0.043049075,1.4611418,0.8442792
4,245,0.93853843,0.85707694,0.524,0.043121923,11.930407,3.7701728,0.042413253,1.561094,0.8354444
4,250,0.9402308,0.86653847,0.528,0.042529114,11.44776,3.7471702,0.041736823,1.5554607,0.8208978
5,5,0.7636923,0.22423077,0.6,0.7504025,6.89832,12.080339,0.7566254,5.475392,2.4261003
5,10,0.7636923,0.29892308,0.6,0.66030174,6.460295,11.252557,0.66593236,5.1184244,2.271944
5,15,0.8147692,0.33453846,0.67,0.5829592,6.107332,10.510088,0.5881216,4.7969537,2.1527033
5,20,0.83246154,0.37384614,0.71,0.5157457,5.8986683,9.895962,0.5203021,4.5434775,2.0724745
5,25,0.845,0.42492306,0.698,0.45767763,5.9868236,9.239834,0.4620138,4.209924,2.0022378
